"Video Explanation","FFF-Video","Exercise Name","Exercise Description","Repetitions","Sets","Load","Recovery Time","Type","Muscle Group","ID","Created Date","Updated Date","Owner"
,,"Dumbbell Death March","Hold dumbbells at your sides, taking small, controlled steps forward, hinging at the hips as you lower the dumbbells towards the ground while keeping a slight bend in the knees. Maintain tension in the hamstrings and glutes, ensuring each step is deliberate.","40 (20 each side)","3","30% 1RM","90s","[""Hypertrophy/Isolation""]","[""Hamstrings"",""Glutes"",""Calves"",""Core""]","be4ae084-5650-44dc-ad3b-98590463d12d",2025-01-23T15:11:02Z,2025-02-05T05:34:53Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Skater Bounds with
Pause","Jump laterally from one foot to the other, landing softly and pausing briefly before bounding back. Keep your chest up and use your arms for balance.","8 (4 each side)","1","'-","'-","[""Pre-Training""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Core""]","be66ce05-7be2-4df0-b632-e647b129d7a2",2025-01-16T09:37:23Z,2025-02-05T07:09:55Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Pogos Stationary","Stand on the balls of your feet, bouncing vertically in place with quick, reactive movements. Keep knees slightly bent and ensure minimal ground contact time.","20 (10 each side)","3","'-","45s","[""Max Velocity""]","[""Calves"",""Hip Flexors""]","be7c01c2-741e-47d5-b0e0-c32682ee89f4",2025-02-05T11:31:12Z,2025-04-21T16:12:03Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_6f91994fe89248f592a84df19dcb6955/A%20Switches#posterUri=c4f4b1_6f91994fe89248f592a84df19dcb6955f000.jpg&posterWidth=1920&posterHeight=1080",,"Stiff Unilateral Skips","With one knee up at waist height, plant the other foot into the ground. Raise one arm and put the other down to your side in typical sprinting motion (the opposite of your leg positions). While moving forwards, switch which knee and opposite arm are raised in typical sprinting motion, spending as little time as possible on the ground in between before returning to starting position.","20 (10 each side)","3","'-","60s","[""Max Velocity""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","bed011e4-7850-48ce-98c6-05293348827d",2025-02-05T09:52:23Z,2025-03-21T19:59:39Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Crossover Plant into Recoil Sprint","Step one foot across the front of the other so that it drops just in front and to the other side. As this step lands, drop the knee slightly towards the ground, while the standing foot can step to extend out to the side. This will shift your weight back in the opposite direction. From there turn your back hip over while opening the front hip into a 5m acceleration. Apply maximal effort across these initial steps.","4 (2 each side)","2","'-","Full",,,"bf739d3b-5bba-4aef-ac27-465b08dabd4b",2025-04-21T15:55:26Z,2025-04-21T16:11:20Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Parachute Accelerations","Attach a parachute to a sprint harness around your waist and stand in a ready sprint position. Begin sprinting explosively forward, maintaining a low drive phase until resistance builds from the parachute. Keep your stride powerful and controlled, with an aggressive arm drive and knee lift. Continue sprinting until the parachute fully inflates then decelerate gradually.",,,"'-","Full","[""Acceleration""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","bf8121d4-97ab-4b89-b48d-aefef3e5cf29",2025-01-23T21:08:36Z,2025-02-05T08:38:22Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Arm Swings (Cross-Body)","Stand with your feet shoulder-width apart. Swing your arms across your body and out to the sides in a dynamic motion. This helps loosen up the chest and shoulders.","20 (10 each side)","1","'-","'-","[""Prehab""]","[""Shoulders"",""Upper Back"",""Chest""]","bf9bc9c5-f96f-40d9-974c-46adfebf37bb",2025-02-03T22:42:51Z,2025-05-21T04:20:39Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Wall Drill Hold","Stand facing a wall with your hands resting against it for support. Lean forward slightly, so your body is at an angle and lift one knee to hip height with the foot flexed. Hold this position, ensuring your shin angle is forward and aligned with your sprint mechanics. Maintain tension in your core and legs, holding for the specified duration before switching legs.","60s (2x30s)","2","'-","60s","[""Acceleration""]","[""Hip Flexors"",""Core""]","bfaba335-f410-40ad-bbff-9abcb43ed931",2025-01-23T21:07:59Z,2025-02-05T08:38:31Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Double Leap Catches","Start on your toes with arms raised above head to stretch as tall as possible. Throw your heels down to the ground violently at the same time as your arms and entire weight. You should finish in a
controlled squat position. From there, immediately leap as far in front of yourself as possible. Upon
landing in the same squatted position, maintain momentum while immediately jumping as high as
possible into the air. Have your partner throw the ball in at a challenging height where you can only
reach it at full stretch. The aim is to grab the ball in the air and then control your landing.","4","3","'-",,"[""Max Power""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves"",""Core""]","bfff0c7b-a2b9-48f0-94ba-5b0e37be3289",2025-02-05T08:57:07Z,2025-02-05T10:51:29Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"X-Foot Jump","Stand with feet together, then jump explosively into an ""X"" shape, spreading your arms and legs outward mid-air before landing softly in the starting position. Maintain control and rhythm.","20 (10 each side)","3","'-","45s","[""Max Power"",""Max Velocity""]","[""Glutes"",""Quadriceps"",""Core""]","c00c3e0b-6736-40ef-a5c0-9a990570f5eb",2025-02-05T11:32:04Z,2025-06-03T11:53:11Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_31261c2babf84f829daa232cff235bd0/Single%20Leg%20Rudiment%20Hop#posterUri=c4f4b1_31261c2babf84f829daa232cff235bd0f000.jpg&posterWidth=1920&posterHeight=1080",,"Single-Leg Rudiment Hops","Stand tall with your feet hip-width apart. Engage your core and ensure your posture is upright. Start by hopping forward on one foot, always keeping the other foot off the ground. As you hop, swing one arm forward and one arm back to maintain balance and mimic running mechanics. After completing the hops on one side, switch to your other foot and repeat the same process. Keep in mind, that arms must swing opposite to the hop, mimicking the natural arm swing during running. Aim for a rhythmical, springy hop rather than a high or long jump. Your landing foot should spring off the ground as soon as it touches down, emphasising the reactive strength component. After completing the first set on both sides moving forward, do the same moving left and then moving right. Each time, you should keep minimal ground contact time as the focus, rather than height or distance.","48 (8f, 8,r, 8l, each side)","2","'-","60s","[""Max Velocity""]","[""Calves"",""Glutes"",""Quadriceps""]","c023e76a-4caa-4631-a89e-4c107f1df393",2025-01-24T03:12:59Z,2025-03-21T19:59:53Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Landmine Rotational Hold","Standing with your feet slightly outside of line with your shoulders in a very slight squat position. Hold the end of a barbell in both hands towards one side of your body. Lift upwards and over an imaginary fence in front of you to switch the barbell to the other side of your body. Twist your torso and hips with each repetition.","10 (switches)","3","30kg","90s","[""Max Power""]","[""Core"",""Obliques"",""Shoulders""]","c040f893-1155-4793-9e91-a11a6b58acaa",2025-02-05T09:30:33Z,2025-08-08T15:55:42Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Plate Overhead Half Kneeling Rotation","Start in a half-kneeling position with your front knee at 90 degrees and your back knee resting on the floor. Hold a weight plate overhead with both hands, keeping your arms fully extended. Rotate your torso towards the side of your front leg, keeping your hips stable and core engaged. Slowly return to the centre and repeat on the other side.",,,"'-","45s","[""Mobility""]","[""Core"",""Shoulders"",""Obliques""]","c07ba478-9990-427c-a838-5476b499415a",2025-01-23T20:55:12Z,2025-02-05T08:43:13Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Unilateral Bosch Hold with Plate Press Supine","Lie on your back, holding a weight plate in one hand while keeping your opposite leg elevated. Press the plate overhead, maintaining core and hip stability. Hold the position before switching sides.","20s","3","Light Weight Plate","45s","[""Stability / Balance"",""Prehab / Injury Prevention""]","[""Core"",""Hip Stabilisers"",""Shoulders""]","c09393c1-07bc-44ea-a59a-46642d840cd5",2025-02-05T11:38:14Z,2025-02-19T00:57:54Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Barbell Speed Row","Stand with your feet shoulder-width apart and grip a barbell with an overhand grip, hands slightly wider than shoulder-width. Hinge at the hips and bend your knees slightly, keeping your back straight. Pull the barbell explosively toward your lower chest, squeezing your shoulder blades together at the top. Lower the bar back to the starting position with control.","12","3","30kg","90s","[""Max Power""]","[""Upper Back"",""Lats"",""Biceps"",""Core""]","c0a72d68-ce07-4141-8e82-19f88998b734",2025-02-03T23:23:48Z,2025-02-05T08:33:10Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Dumbbell Upright Row","Hold a dumbbell in each hand, keeping them close to your body. Pull the weights up towards your chin, leading with your elbows. Lower under control and repeat.","12","3","50% 1RM","60s","[""Max Power"",""Strength-Speed""]","[""Shoulders"",""Upper Back"",""Traps""]","c1177289-78c0-42c8-af78-5dc0b04cda61",2025-02-05T11:36:39Z,2025-02-18T23:57:46Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Split Stance Reaches","Start in a split stance position with one foot forward and the other foot back, hips square and knees slightly bent. Keep your weight balanced evenly between both feet and maintain a tall, upright posture. From this position, extend your arms straight out in front of you. Slowly reach your hands forward as far as possible while maintaining your base and alignment – you should feel your front glute and hamstring engage to stabilise, while your core works to resist any rotation or collapse forward. Return to the upright position with control and repeat. Repeat on both sides.","12 (6 each side)","1","'-","'-",,,"c124c866-3a62-43ba-9339-c85e3359ce0a",2025-04-21T17:38:48Z,2025-04-21T17:38:59Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Agility T Drill","Place cones in a T-shape with one cone at the base and three cones in a straight line at the top. Start at the base cone, sprint forward to the middle cone (10m), then shuffle laterally to one side cone (5m). Shuffle the opposite direction to the far side cone (10m). Shuffle back to the centre (5m). Then backpedal to the start (10m). Maintain a low stance
throughout the drill.","1","4 (2 each side)","'-","Full","[""Acceleration"",""Change Of Direction""]","[""Quadriceps"",""Glutes"",""Hamstrings"",""Core"",""Calves""]","c167eec7-097d-4eef-9a2a-773c70ec8690",2025-01-16T09:40:54Z,2025-02-05T08:39:11Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Drop Jump into Split Squat","Start with your toes over the edge of the box and your arms raised above your head to stretch as tall as possible. Step
off the box and allow gravity to take you down towards the ground. Land on both feet and immediately jump vertically as quickly as possible. You should then land in a controlled split squat position to dissipate your force into the ground.","6 (3 each side)","2","'-",,"[""Max Power"",""Deceleration""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","c1bace6c-2985-4bc6-adf2-a2742000dbf0",2025-02-05T09:46:26Z,2025-02-05T10:52:56Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Clapping Press-Ups","Begin in a standard push-up position with your hands placed slightly wider than shoulder-width apart. Engage your
core and keep your body in a straight line from head to heels. Lower your chest towards the ground by bending your elbows. When you reach the bottom of the press-up, explosively push off the ground with enough force for your hands to leave the floor. If possible, clap your hands together before landing softly back in the starting position. Immediately go into the next push-up, maintaining a rapid and controlled tempo.","A.M.A.P.","3","'-","90s","[""Max Power"",""Strength-Speed""]","[""Chest"",""Triceps"",""Shoulders""]","c1cf6754-7a64-4cc9-9e23-8a948d06cf65",2025-02-03T23:05:38Z,2025-03-04T00:05:32Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_f8f4057e76e44645bbfeec1ccba29d8f/High%20Knee%20Skip%20Sprint#posterUri=c4f4b1_f8f4057e76e44645bbfeec1ccba29d8ff000.jpg&posterWidth=1080&posterHeight=1920",,"High Knee Skip Sprint","Begin in a tall posture with your core engaged, standing with your feet hip-width apart. Drive one knee up towards waist height, keeping your toe dorsiflexed (pointed up), while simultaneously pushing off the opposite foot into a skip. Land softly on the ball of your foot, immediately repeating the movement on the other side in a rhythmic and powerful motion. Keep your arms active, driving them in coordination with your legs while maintaining an upright sprint posture and quick ground contacts.","40m (2x20m)","4","'-","Full","[""Acceleration"",""Speed-Strength""]","[""Hip Flexors"",""Glutes"",""Quadriceps"",""Calves""]","c231fc0c-3a92-4458-a553-399aba10bbc5",2025-01-23T15:09:19Z,2025-03-21T20:00:29Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Banded Face Pulls","Anchor a resistance band at eye level. Hold the band with both hands, palms facing down. Pull the band towards your face, focusing on retracting your shoulder blades. This activates the upper back and rear delts, preparing for pulling movements like rows.","15","1","'-","'-","[""Prehab""]","[""Rear Delts"",""Upper Back"",""Rotator Cuff""]","c2756f28-85a8-4f7f-a3b1-93fed432ee18",2025-02-03T22:48:51Z,2025-02-05T05:20:32Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Cable Pulldowns","Sit facing a cable machine with a wide grip on the bar. Pull the bar down towards your chest, keeping your elbows pointed down and back. Lower under control, then return to the start position. Maintain a tight core and stable posture throughout.","12","3","50% 1RM","60s","[""Max Power"",""Strength-Speed""]","[""Lats"",""Upper Back"",""Biceps""]","c2c12deb-197c-4317-93d9-5c4640ec67f6",2025-02-05T11:35:21Z,2025-02-18T23:48:46Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Split Stance Pogos - Forward","Perform Split Stance Pogos, but moving forward, keeping quick, controlled movements and maintaining reactive strength.","20 (10 each side)","3","'-","45s","[""Max Velocity""]","[""Calves"",""Hip Flexors""]","c3c106da-dac9-4811-b7af-a129183585a9",2025-02-05T11:31:21Z,2025-04-04T22:36:23Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Diagonal Drop Step into Vertical Jump","Step diagonally out in front and to one side and bend at the knee to drop lower to the ground. Sink your weight through this plant foot to load up, then immediately push through the ground to jump vertically as high as possible.","10 (5 each side)","2","'-","Full",,,"c42764b0-9519-4010-867d-85d176fd6214",2025-06-03T11:53:17Z,2025-06-03T11:59:35Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Pogos - L/L/R etc.","Perform quick, reactive jumps, alternating between left, left, right or other set patterns. Maintain rhythm and minimal ground contact time while keeping an upright posture.","20 (10 each side)","3","'-","45s","[""Max Velocity""]","[""Calves"",""Hip Flexors""]","c6071688-776f-4d21-8ddb-407699508e3d",2025-02-05T11:31:27Z,2025-04-21T16:12:02Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Anderson Front Squat","Set a barbell at a low position on safety pins inside a squat rack, placing it at the bottom of your squat depth. Stand underneath the bar with a front rack grip, ensuring your elbows remain high and core engaged. From a dead stop, drive through your heels and midfoot, standing up with full control before lowering back down to the pins. Reset between reps to eliminate momentum and reinforce pure strength development.","5","3","60kg","Full","[""Max Strength""]","[""Quadriceps"",""Glutes"",""Core"",""Hamstrings""]","c662ba57-8cef-4621-b8dd-b36fc685759e",2025-02-03T21:56:49Z,2025-02-18T20:50:26Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Nordic Eccentric Full Range of Motion","Begin in a tall kneeling position with feet secured. Lower yourself slowly towards the floor, maintaining a neutral spine. Go as low as possible, then return to the start. The goal is full range of motion with eccentric control.","12","3","'-","60s","[""Strength-Speed"",""Prehab / Injury Prevention""]","[""Hamstrings"",""Glutes""]","c77f7749-f870-44c2-a3d7-5b5432918587",2025-02-05T11:37:49Z,2025-03-04T00:15:37Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Incline Dumbbell Overhead Press","Sit on an incline bench, holding dumbbells at shoulder height. Press the weights overhead, fully extending your arms without locking out. Lower under control and repeat.","12","3","50% 1RM","60s","[""Max Power"",""Strength-Speed""]","[""Shoulders"",""Triceps""]","c78d799e-ff11-4184-81b4-4b78200fbb71",2025-02-05T11:34:30Z,2025-03-04T00:16:34Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"SS Pogos - Fwd/Bwd","Stand on the balls of your feet, bouncing forwards and backwards while maintaining quick, reactive foot contacts. Focus on explosiveness and minimal ground contact time.","20 (10 each side)","3","Bodyweight","45s","[""Max Velocity""]","[""Calves"",""Hip Flexors""]","c898c14d-fc32-41f2-9dff-35a97a1132b9",2025-02-05T11:31:29Z,2025-02-19T00:44:51Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Trap Bar Drop & Catch","Stand inside a trap bar with your feet shoulder-width apart and grip the handles firmly. Rise up onto your toes, then quickly drop into a quarter squat by releasing tension and catching the bar with a strong, stable posture. Absorb the weight by bracing through the core and legs, and ensure the catch is quiet and controlled. Reset between reps to maintain quality and avoid bouncing.","5","3","70% 1RM","75s",,,"c8f1bae7-cf97-4717-999c-7369e8556607",2025-04-20T21:16:45Z,2025-04-20T21:17:18Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Single-Arm Medicine Ball Throw","Stand side-on to a wall, holding a medicine ball at chest height with both hands. Shift your weight onto your back leg, then rotate through your hips and core, driving the ball explosively into the wall using only your lead arm. Catch the rebound or reset before repeating. Focus on full-body coordination, ensuring the power comes from your legs and torso rather than just the arm.","10 (5 each side)","3","30-70% 1RM","60s","[""Speed-Strength""]","[""Shoulders"",""Core"",""Upper Back""]","c8f69d14-d98e-4cce-9e42-fabd1d7295d8",2025-01-23T14:24:20Z,2025-02-05T07:09:08Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Walking High Knees","Walk forward while driving one knee up towards your chest, then alternate legs. With each step, bring your knee as high as possible while maintaining an upright posture. This movement activates the hip flexors and warms up the lower body for sprinting and bounding.","20 (10 each side)","1","'-","'-","[""Prehab""]","[""Hip Flexors"",""Glutes"",""Quadriceps"",""Calves""]","c9bd0ac3-d707-4101-933d-38ecf49f71d3",2025-02-03T22:39:59Z,2025-02-05T07:15:31Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Lateral Lunge with Reach","Stand tall with your feet hip-width apart. Step sideways into a deep lateral lunge, bending your outside knee while keeping your inside leg straight. As you lower, reach both hands toward your foot to deepen the stretch and reinforce balance. Push through your bent leg to return to standing, keeping your core engaged and chest upright throughout.","20 (10 each side)","1","'-","'-","[""Pre-Training"",""Mobility""]","[""Glutes"",""Quadriceps"",""Adductors"",""Core""]","c9c74063-38ff-4fbb-b72e-0cc8c065c339",2025-02-04T10:29:57Z,2025-02-05T08:20:18Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Kneeling Adductor Slides on Sliders","Start in a tall kneeling position on a smooth floor with sliders under your knees. Slowly slide your knees apart, maintaining control and upright posture as the inner thighs lengthen. Pause when you reach your limit, then use the adductors to pull your knees back in. Keep your hips square and avoid leaning forward or backward. Focus on smooth, symmetrical movement and inner thigh engagement.","12 (6 each side)","2","'-","'-",,,"c9f3b85f-8dd4-43d7-9a0d-adf38291c3e5",2025-05-22T17:49:38Z,2025-05-22T17:49:38Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Step-Down to Hip Flexion","Stand on a low step or box with one foot on the platform and the other leg hovering off the edge. Slowly lower yourself by bending the standing leg, controlling the descent until the opposite heel lightly taps the floor. Push through your heel and midfoot to return to standing, simultaneously driving the opposite knee toward your chest into a hip-flexion hold. Maintain core engagement and knee alignment throughout. ","10 (5 each side)","3","'-","'-","[""Prehab"",""Pre-Training""]","[""Quadriceps"",""Glutes"",""Core""]","c9fcd686-359d-47a8-be61-9bf4308bc396",2025-01-23T14:39:06Z,2025-02-05T07:17:52Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Lunge Drops with Medicine Ball Held Out","Start in a split squat position holding a dumbbell with both hands extended straight out in front of you at shoulder height. Keeping your arms locked and core engaged lift your front foot slightly off the ground shifting your weight onto the back leg. Allow gravity to drop you into a deeper split squat as your front foot returns to the floor. Control the landing by absorbing the impact through your front leg while keeping your torso upright and the dumbbell extended.",,,"'-","90s","[""Deceleration""]","[""Quadriceps"",""Glutes"",""Hamstrings"",""Core"",""Shoulders""]","ca70feaa-fb06-4825-b580-c2ed54a796bd",2025-01-23T21:21:32Z,2025-03-04T00:16:00Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Standing Calf Contractions (Slow Tempo)","Stand tall with feet hip-width apart, hands resting on a wall or support for balance if needed. Press through the balls of your feet to rise slowly onto your toes, fully contracting the calves. Pause briefly at the top, then lower under full control to a deep stretch in the heels. Maintain a deliberate, slow tempo throughout, focusing on maximum tension and controlled range of motion.","20","1","'-","'-",,,"ca79c6fe-1cfc-46da-953a-fbf695b9ce86",2025-09-18T18:27:54Z,2025-09-18T18:27:56Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Lying Trunk Twist","Lie flat on your back with your arms extended to the sides. Lift your legs to 90 degrees, then rotate them slowly towards one side, keeping your shoulders flat on the floor. Return to the centre and repeat on the other side.","16 (8 each side)","3","'-","45s","[""Prehab / Injury Prevention"",""Stability / Balance""]","[""Core"",""Obliques""]","ca79d5a9-b8ae-402c-a104-fd5b826a999b",2025-02-05T11:39:09Z,2025-04-04T21:18:19Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Diagonal Bound into Hip Hinge","Start in an athletic stance and bound diagonally off one foot to land on the opposite leg. Immediately after landing, hinge at the hips while keeping the back flat, reaching both arms towards the floor. Return to standing and reset. The bound should be powerful and controlled, while the hinge following it should reinforce balance, hip stability and posterior chain engagement. Avoid collapsing or twisting through the torso.","10 (5 each side)","4","'-","75s",,,"cb3521e2-3bb5-4346-bcee-301bd0e5189f",2025-05-22T18:23:10Z,2025-05-22T18:23:10Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Standing Hip Circles","Stand tall with your feet hip-width apart and hands placed on your hips or at your sides for balance. Shift your weight slightly onto one leg while lifting the opposite knee to about hip height. From this position, draw a large, controlled circular motion with your lifted knee, moving outward and then downward before bringing it back to the starting position. Reverse the movement after completing all reps in one direction. Keep your core engaged, and ensure your hips remain square to the front without excessive torso movement. ","20 (10 each side)","1","'-","'-",,,"cb773650-6c12-461e-9320-c49cb4bf11f5",2025-04-21T20:43:48Z,2025-04-21T20:43:56Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Heel-Elevated Split Squat","Stand in a split stance with your front heel elevated on a plate or small wedge. Hold dumbbells by your sides and lower your back knee toward the ground while keeping your torso upright. Push through your front heel to return to standing.","10 (5 each side)","3","24kg (2x12kg)","90s","[""Strength-Speed"",""Stability""]","[""Quadriceps"",""Glutes"",""Hamstrings"",""Core""]","cba4facd-7043-4b8f-b2f9-19dd39225de4",2025-01-29T07:37:58Z,2025-02-05T08:32:35Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"S.L Inside Edge Pogos","Stand on one leg, bouncing lightly on the inside edge of your foot, keeping quick, reactive contacts. Maintain balance and control throughout. Switch legs after completing reps.","20 (10 each side)","3","Bodyweight","45s","[""Max Velocity""]","[""Calves"",""Hip Flexors"",""Ankle Stabilisers""]","cbeedccb-157a-44e0-b2fa-77bc4063c974",2025-02-05T11:32:04Z,2025-02-19T00:44:51Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Dumbbell Bench Press (Both DBs Extended)","Lie on a flat bench with a dumbbell in each hand. Press both arms straight up so the dumbbells are directly above your shoulders and remain extended. Lower one dumbbell slowly to chest level while keeping the other fully extended. Press it back up to match the other. Alternate sides each rep. Maintain tension through the extended arm and keep your feet planted firmly throughout.","5","3","40kg (2x20kg)*","90s",,,"cc37241c-fa51-4dfe-a7a4-20fcda9f98e7",2025-05-21T11:33:48Z,2025-05-21T11:33:49Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_1fcefd84a0024b809c4fc19bdd76d53c/40m%20Sprint#posterUri=c4f4b1_1fcefd84a0024b809c4fc19bdd76d53cf000.jpg&posterWidth=480&posterHeight=848",true,"10 / 20 / 30 / 40 Metre Sprint","Sprint 40 metres
all out from a standstill and measure the time it takes to reach each of these splits. Use speed gates for accuracy, or otherwise film with a cone to mark
each distance and take the times afterwards. Retain
only the splits from the fastest 40 metre sprint (note that this is metres not yards).","1","1","1 Rep Max","Full","[""Testing""]","[""Glutes"",""Hamstrings"",""Quadriceps"",""Calves"",""Hip Flexors""]","cc765e4f-3bc9-4f8a-ba9e-cb3ee037dd45",2025-01-22T13:46:38Z,2025-03-21T19:43:32Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Single Leg Balance - Wobble","Stand on one leg on a wobble board, keeping your knee slightly bent. Maintain balance and stability while resisting unnecessary movement. Switch sides after completing the reps.","20s","3","'-","45s","[""Stability / Balance"",""Prehab / Injury Prevention""]","[""Glutes"",""Hip Stabilisers"",""Core""]","ccaeb849-2498-49ff-aebe-1276819605a2",2025-02-05T11:42:20Z,2025-04-04T21:17:34Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Keiser Power Turns","Stand perpendicular to the Keiser machine with your feet shoulder-width apart. Grip the handle with both hands at hip height. Take a step away from the machine to create tension on the cable. Begin by rotating your torso and hips towards the machine, pivoting on your outside foot for an extra twist. Quickly rotate away from the machine to face the other way. Switch your grip mid-swing and punch the handle forward as you complete the rotation, fully extending your arms. Return to the starting position with control, maintaining tension on the cable throughout. Think of the rotation similar to the motion behind a golf or baseball bat swing.","10 (5 each side)","3","Keiser Resistance","90s","[""Max Power""]","[""Core"",""Obliques"",""Shoulders""]","ccd60066-84ac-4ba1-b7b8-88fbbc55d2ed",2025-02-03T21:57:01Z,2025-02-05T05:45:22Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Hip Adduction Machine","Sit on a hip adduction machine, positioning your legs outside the pads. Bring your knees together, squeezing at the end range, then return under control. Maintain a stable core throughout.","12","3","60% 1RM","60s","[""Hypertrophy / Isolation""]","[""Adductors"",""Hip Stabilisers""]","cce3cf09-584b-4552-a98c-9d9d9d4322af",2025-02-05T11:38:33Z,2025-02-19T00:06:37Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Triangle Game","1. Set up a triangle or multiple boxes with a smaller triangle at the base as below in the images.

The end box should be 5x5x5. The larger box should be 10 metres long on top of the end box and the end line should have two end points diagonal from the end box (think of centre-field
in baseball).

2. One player starts on the goalline and one inside the end box. The player on the goalline
should whip the ball into the end box at speed or in the air to make it difficult to control.

3. Within 2 touches the player in the end zone should exit the end box through either of two
smaller 1m exit zones. Once outside they can be tacked.

4. The other player is able to press at speed as soon as they play the ball and should have
gotten tight into a 1v1.

5. The player on the ball must reach the long goal line and stop the ball dead on it to score (and keep on as the attacker). The game is over if the ball leaves the box any other way and players should subsequently switch roles.

6. Free-kicks are given if a player is fouled (the defender may not press until the attacker takes
their first touch).

Penalties are given if a player is fouled when ahead of the defender and through on goal (the defender may not press until the attacker has left the end box).","30 minutes","2","'-","5 minutes","[""Anaerobic Endurance""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Core""]","ccffe61e-26b8-4a6a-8fa4-aa89a5c706a6",2025-02-05T08:51:57Z,2025-02-05T11:16:45Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Drop Jump + Vertical Jump","Step off a box or platform and drop naturally, landing with soft knees and immediately exploding into a vertical jump. Focus on quick ground contact to jump with speed, then ensuring the landing after is smooth and controlled.","5","4","'-","75s","[""Speed-Strength""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","cdcda87c-1b26-4e73-8c26-5ffdbd25e112",2025-01-23T15:34:59Z,2025-02-05T08:36:27Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Hip Flexor Raises","Sit on the floor with your legs extended straight in front of you. Keep your torso tall and hands resting at your sides. Lift one leg a few inches off the ground, keeping the knee straight and avoiding leaning back. Lower with control and switch sides. If needed, place your hands slightly behind you for balance.","20 (10 each side)","3","'-","'-","[""Prehab""]","[""Hip Flexors"",""Core""]","cde77cc8-676c-43c5-ae58-91ec88db8769",2025-02-04T10:33:43Z,2025-02-05T08:43:49Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
